National Database Number,Field Number,Nmfs Regional Number,Confidence Code,Common Name,Genus,Species,Report Status,Examiner Name,Affiliation,Stranding Agreement/Authority,Contributors,Effort,"If Effort=Other, Then Specify",Region,Country,City - from strandings table,County,State,Body of Water,Locality Detail,Latitude,Latitude Units,Latitude Actual/Estimate,Longitude,Longitude Units,Longitude Actual/Estimate,How lat/long determined,Restrand,Group Event Number,Group Event Flag,Mass Stranding Number,Group Type: Cow Calf Pair,Group Type: Mass Stranding,Group Type: UME,Num of Animals in Group Event,Number of Animals Act/Est,Findings of Human Interaction,Boat Collision,Shot,Fishery Interaction,SW Fishery Type,Other Human Interaction,Other Human Int Description,SW Other Human Int Type,How Determined: External Exam,How Determined: Internal Exam,How Determined: Necropsy,How Determined: Other,2001 Level A: External Exam,2001 Level A: Internal Exam,2001 Level A: Not Examined,How Determined: Describe,Gear Collection Flag,Gear Disposition Flag,Other Findings upon Level Y/N,Other Findings - Illness Flag,Other Findings - Injury Flag,Other Findings - Pregnant Flag,Other Findings - Other Flag,Other Findings - Descibe,SW Other Findings Type,2007 Other Findings - External,2007 Other Findings - Internal,2007 Other Findings - Necropsy,2007 Other Findings - Other,2007 Other Findings - Descibe,2001 Other Findings - Descibe,Observation Date,Year of Observation,Month of Observation,Day of Observation,How Observed,Obs Date estimate explaination,Observation Date Act/Est,Observation Status,Not Able to Examine,Date of Examination,Year of Examination,Month of Examination,Day of Examination,Condition at Examination,Left at Site,Immediate Release at Site,Relocated Flag,Disentangled Flag,Euthanized at Site Flag,Died at Site Flag,Transferred to Rehabilitation,Date of Initial Disposition,Year of Initial Disposition,Month of Initial Disposition,Day of Initial Disposition,Rehab Facility Name,Died During Transport Flag,Euthanized During Transport,Other Flag,Other Describe Flag,Sick Flag,Injured Flag,Out of Habitat Flag,Deemed Healthy/Releasable Flag,Abandoned/Orphaned Flag,Inaccesible Flag,Location Hazardous to Animal,Location Hazardous Public,Unknown/CBD Flag,Condition Other Flag,Condition Other Description,Entangled Flag,Condition Comments,Sex,Age Class,2007 Whole Carcass,2007 Partial Carcass,Length,Length Units,Length actual/estimate,Weight,Weight Units,Weight actual/estimate,Photos/Videos Taken,Photos/Vidoes Disposition,Carcass Left at Site Flag,Carcass Buried Flag,Carcass Rendered Flag,Carcass Towed Flag,Carcass Towed Lattitude,Carcass Towed Longitude,Carcass Sunk Flag,Carcass Sunk Lattitude,Carcass Sunk Longitude,Carcass Frozen for Later Exam,Carcass Landfill Flag,Carcass Unknown Flag,Carcass Other Flag,Carcass Other Description,Scientific Collection Flag,Educational Collection Flag,Other Collection Flag,Other Collection Describe,Other Collection Comments,Necropsied Flag,Necropsy Limited Flag,Necropy Carcass Fresh/Frozen,Date of Necropsy,Year of Necropsy,Month of Necropsy,Day of Necropsy,Stranding Necropsied By,Additional Remarks,Additional Identifiers,GE Number - GE_Module,How lat or long determined,Ex First Examined,Ex Country,Ex State or County,Ex City,Ex Body of Water,Ex Locality Detail,Ex Latitude,Ex Lat actual,Ex Longitude,Ex Lon actual,Ex How lat or long determined,Ex lat achived other text,No Rehab Options,Incinerated,Composted,Carcass Code at Necropsy,Samples Collected-Histology,Samples Collected-Other Diag,Samples Collected-Life Hist,Samples Collected-Skeletal,Samples Collected-Other,Samples Collected-Other Text,Human Interaction Report,human interaction contributed,GE Type(s) - GE_Module,Group Event Flag - GE_Module,GE Num of Animals - GE_Module,GE Num of Animals Act or Est - GE_Module
NE-1996-1039797,NY188196,S199609NYC001,Unconfirmed,Unidentified Balaenopterid,,,Validated,Kim Durham,,Riverhead Foundation for Marine Research,,,,NE,United States,MONTAUK,Suffolk,NY,Atlantic Ocean,"1 MI WEST OF OYSTER POND, MONTAUK STATE PARK, EAST HAMPTON; ATLANTIC OCEAN",4105.3,decimal degrees,,7152.7,decimal degrees,,,N,,N,,N,N,N,1,,CBD,N,N,N,,N,,,,,,,,,,,N,,N,N,N,,N,,,,,,,,,1996-SEP-01,1996,SEP,1,,,,Mummified/Skeletal,N,1996-SEP-01,1996,SEP,1,Mummified/Skeletal,N,N,N,N,N,N,N,,,,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,UNKNOWN,UNKNOWN,,,109.6,cm,actual,15,lb,estimate,N,,N,N,Y,N,,,N,,,N,N,N,N,,N,Y,N,,,N,,,,,,,,"Presently at facility. Partial remains of mandible, no flesh, weathered and cracked",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE-1996-1039800,NY174596,S199601NYC001,Unconfirmed,"Whale, fin",Balaenoptera,physalus,Validated,Sam Sadove,,Riverhead,,,,NE,United States,BABYLON,Suffolk,NY,Atlantic Ocean,2.2 MI WEST OF SMITH POINT COUNTY PARK; ATLANTIC OCEAN,4043.73,decimal degrees,,7252.32,decimal degrees,,,N,,N,,N,N,N,1,,CBD,N,N,N,,N,,,,,,,,,,,N,,N,N,N,,N,,,,,,,,,1996-JAN-27,1996,JAN,27,,,,Advanced Decomposition,N,1996-JAN-27,1996,JAN,27,Advanced Decomposition,N,N,N,N,N,N,N,,,,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,MALE,UNKNOWN,,,1750,cm,actual,,lb,actual,Y,,N,Y,N,N,,,N,,,N,N,N,N,,N,N,N,,Necropsy date fabricated because its unknown.,Y,,,1996-JAN-27,1996,JAN,27,,"Carcass partially submerged in sand, lying on dorsal surface.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE-2017-1198485,AMCS30Ba2017,NER17-00473,Confirmed - High Report,"Whale, minke",Balaenoptera,acutorostrata,OPEN,Kimberly Durham,Atlantic Marine Conservation Society,Atlantic Marine Conservation Society,,,,NE,United States,Orchard Beach,Bronx,NY,,Orchard Beach off Park Drive. Pelham Bay,40.8676,decimal degrees,actual,–73.7915,decimal degrees,actual,Map,N,,N,,N,N,N,1,actual,N,N,N,N,,N,,,N,N,N,N,,,,,N,,Y,Y,N,N,N,Thin body condition (neurobrucellosis),,Y,Y,Y,N,,,2017-APR-23,2017,APR,23,Floating,,,Alive,N,2017-APR-24,2017,APR,24,Fresh Dead,N,N,N,N,Y,N,N,,,,,,N,N,N,,Y,N,N,N,N,N,N,N,N,N,,,,FEMALE,SUBADULT,Y,N,498,cm,actual,,,,Y,AMCS Google site,N,Y,N,N,,,N,,,N,N,N,N,,N,N,N,,,Y,complete,fresh,2017-APR-24,2017,APR,24,Kimberly Durham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE-2001-1032915,BLANK-NE5234,S200105NYC020,Unconfirmed,"Whale, sei",Balaenoptera,borealis,Validated,Kim Durham,,Riverhead Foundation for Marine Research,,,,NE,United States,NEW YORK CITY,Unknown,NY,Atlantic Ocean,ARTHUR KILL WATER WAY,,,,,,,,N,,N,,N,N,N,1,,Y,Y,N,N,,N,,,,,,,,,,,N,,,N,N,,N,,,,,,,,,2001-MAY-02,2001,MAY,2,,,,Fresh Dead,N,2001-MAY-03,2001,MAY,3,Moderate Decomposition,N,N,N,N,N,N,N,,,,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,FEMALE,UNKNOWN,,,0,in,actual,,kg,actual,Y,Riverhead,N,Y,N,N,,,N,,,N,N,N,N,,N,N,N,,,Y,,,2001-MAY-03,2001,MAY,3,K. Durham,From comments: Awaiting true Level A data. Necropsied 5/3/2001 by Kim Durham. photos at Riverhead.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE-2001-1032910,NY27002001,S200107NYC008,Unconfirmed,"Whale, humpback",Megaptera,novaeangliae,Archived,Kim Durham,,Riverhead Foundation for Marine Research,,,,NE,United States,NEW YORK CITY,Unknown,NY,,"SOUTH OF VERAZANO BRIDGE, OFF NORTONS POINT, CONEY ISLAND",403500,deg/min/sec,,740145,deg/min/sec,,,N,,N,,N,N,,1,,Y,Y,N,N,,N,N,,,,,,,,,,N,,,N,N,,N,"External exam, Internal exam",,,,,,,"External exam, Internal exam",2001-JUL-29,2001,JUL,29,,,,Moderate Decomposition,N,2001-JUL-30,2001,JUL,30,Moderate Decomposition,N,N,N,N,N,N,N,,,,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,FEMALE,,,,849.6,cm,actual,,kg,actual,Y,,N,N,N,N,,,N,,,N,N,N,N,,N,N,N,N,,Y,,,2001-JUL-30,2001,JUL,30,,"From comments: Level A rec'd from Kim Durham, with incorrect date of event (07/01/2001). Apparent from Necropsy date (7/30/2001) and details that it is the same whale as 07/29/2001. Towed to Caven Pt. NJ, Necropsied by Kim Durham and taken to landfill for burial.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE-2014-1157147,MMSC-14-059,NER14-00311,Confirmed - Medium Report,"Whale, sei",Balaenoptera,borealis,Ready for Regional Validation,Danielle Monaghan,Marine Mammal Stranding Center,Marine Mammal Stranding Center,,,,NE,United States,Philadelphia,Philadelphia,PA,Atlantic Ocean,Beach on Sunoco oil refinery property near Fort Mifflin,39.86681,decimal degrees,estimate,–75.225557,decimal degrees,estimate,Internet,N,,N,,N,N,N,1,actual,Y,Y,N,N,,N,,,N,N,N,Y,,,,Eye witness,N,,CBD,N,N,N,N,,,N,N,N,N,,,2014-MAY-09,2014,MAY,9,Beach or Land,,,Moderate Decomposition,Y,,,,,Moderate Decomposition,N,N,N,N,N,N,N,,,,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,MALE,SUBADULT,Y,N,300,in,estimate,2000,lb,estimate,Y,Photos on file at MMSC,Y,N,N,N,,,N,,,N,N,N,N,,N,N,N,,,N,,,,,,,,"Dead, code 3. Originally reported by a third party witness, carcass was seen sliding off the bow of a ship being towed to port on 5-8-2014. The carcass surfaced near the Walt Whitman bridge, then eventually landed on the Sunoco oil refinery's property near Fort Mifflin on 5-9-2014. Left at site due to the difficulties in recovery and disposal of the carcass.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE-2016-1188836,MERRST1519Mn,NER16-00271,Confirmed - Medium Report,"Whale, humpback",Megaptera,novaeangliae,OPEN,N/A USCG,U.S. Coast Guard,MERR Inc.,,,,NE,United States,Lewes,Delaware,PA,Atlantic Ocean,3.5 miles off of the Point of Cape Henlopen in the mouth of the Delaware Bay,38.82233,decimal degrees,actual,–75.036667,decimal degrees,actual,GPS,N,,N,,N,N,N,1,actual,CBD,N,N,N,,N,,,N,N,N,Y,,,,Photos,N,,,N,N,N,N,,,N,N,N,Y,Photos,,2016-JUL-05,2016,JUL,5,Floating,,,Moderate Decomposition,Y,,,,,,N,N,N,N,N,N,N,,,,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,MALE,SUBADULT,Y,N,914,cm,estimate,40000,lb,estimate,Y,MERR,Y,N,N,N,,,N,,,N,N,N,Y,Floating,N,N,N,,,N,,,,,,,,"Whale was sighted and reported by USCG as 3.5 miles off of the point of Cape Henlopen-The mouth of the Delaware Bay, in the shipping channel whale was floating ventral side up photos provided-whale appeared fresh dead-moderately decomposed west winds kept the carcass offshore. no further reports until July 10th, when carcass was reported 5 miles off of Indian River Inlet, floating south report late that evening that it was off of Fenwick Island Ultimately made landfall in ocean city, MD. on 07/13/2016.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE-2004-1040208,SYBp0448,BLANKNE3964,Confirmed - High Report,"Whale, fin",Balaenoptera,physalus,Validated,Heather Medic,Mystic Aquarium,Mystic Aquarium,,,,NE,United States,Newport,Newport,RI,Atlantic Ocean,Fort Adams State Park,4128.243,decimal minutes,actual,7120.199,decimal minutes,actual,,N,,N,,N,N,N,1,,N,N,N,N,,N,,,,,,,Y,Y,N,internal exam,N,,Y,N,N,,Y,"Heavy parasite load, thin (please see comments on back)",,,,,,,"Heavy parasite load, thin (please see comments on back)",2004-JUN-13,2004,JUN,13,,,,Alive,N,2004-JUN-13,2004,JUN,13,Alive,N,N,N,N,Y,N,N,,,,,,N,N,N,,N,N,Y,N,N,N,N,N,N,N,,,Euthanized on 6/14/04,MALE,SUBADULT,,,444,in,estimate,11500,lb,actual,Y,Mystic files,N,Y,N,N,,,N,,,N,N,N,N,,Y,N,N,,Skeleton will be under Tom French letter and will stay in RI,Y,,,2004-JUN-15,2004,JUN,15,Larry Dunn,"Even though this animal was marked as having no signs of human interaction by the stranding organization, further analysis by NMFS staff and other marine mammal specialist feel there were evident signs of ship strike.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE-2017-1200599,SUMn1748,NER17-01083,Confirmed - Medium Report,"Whale, humpback",Megaptera,novaeangliae,OPEN,Sarah Callan,Mystic Aquarium,Mystic Aquarium,,,,NE,United States,Little Compton,Newport,RI,Atlantic Ocean,heading north up the Sakonnett River,41.4726,decimal degrees,actual,–71.2089,decimal degrees,actual,GPS,N,,,,N,N,N,,,Y,N,N,Y,,N,,,N,N,N,Y,,,,examined a video,N,,CBD,N,N,N,N,,,N,N,N,Y,examined a video,,2017-JUN-25,2017,JUN,25,Swimming,,,Alive,Y,2017-JUN-25,2017,JUN,25,Alive,Y,N,N,N,N,N,N,,,,,,N,N,Y,free swimming,N,Y,N,N,N,N,N,N,N,N,,,,UNKNOWN,UNKNOWN,N,N,0,cm,estimate,0,kg,estimate,Y,mystic archives,N,N,N,N,,,N,,,N,N,N,N,,N,N,N,,,N,,,,,,,,Contacted Provincetown Center for Coastal Studies who took over the case. They had to stand down due to the whale free-swimming.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE-2004-1043423,SyBp0461,BLANKNE6450,Confirmed - Medium Report,"Whale, fin",Balaenoptera,physalus,Validated,Peter Morneault,Mystic Aquarium,Mystic Aquarium,,,,NE,United States,Newport,Newport,RI,Atlantic Ocean,Brenton Point State Park,4127.256,decimal minutes,actual,7121.451,decimal minutes,actual,,N,,N,,N,N,N,1,,CBD,N,N,N,,N,,,,,,,,,,External Exam,N,,CBD,N,N,,N,,,,,,,,,2004-DEC-24,2004,DEC,24,,,,Fresh Dead,N,2004-DEC-24,2004,DEC,24,Fresh Dead,N,N,N,N,N,N,N,,,,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,MALE,SUBADULT,,,1500,cm,actual,100000,lb,estimate,Y,,Y,Y,N,N,,,N,,,N,N,N,N,,N,N,N,,3 skin samples taken,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE-2011-1134815,SYMn1132,NER11-2595,Confirmed - Medium Report,"Whale, humpback",Megaptera,novaeangliae,Validated,Janelle Schuh,Mystic Aquarium,Mystic Aquarium,,,,NE,United States,Little Compton,Newport,RI,Atlantic Ocean,Lloyds Beach,41.45998,decimal degrees,actual,–71.19521,decimal degrees,actual,GPS,N,,N,,N,N,N,1,actual,Y,N,N,Y,,N,,,Y,N,N,N,,,,,N,,CBD,N,N,N,N,,,Y,Y,Y,N,,,2011-MAY-05,2011,MAY,5,Floating,,,Fresh Dead,N,2011-MAY-06,2011,MAY,6,Fresh Dead,N,N,N,N,N,N,N,,,,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,MALE,YEARLING,Y,N,825,cm,actual,0,kg,estimate,Y,"mystic archives, WHOI archives",N,Y,N,N,,,N,,,N,N,N,N,,N,Y,Y,"Histopathology, contaminate, genetic samples",Vertebrae collected for WHOI and Mystic,Y,complete,fresh,2011-MAY-10,2011,MAY,10,"Mystic, Riverhead, ME DMR, WHOI","HI Fishery Interaction: line impressions and lacerations seen on leading edge of both right and left flukes near insertion point with peduncle Carcass buried at Sapowet Marsh Wildlife Management Area (RI DEM land) 41.582473, -71.207898",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE-2016-1192842,SYMn1623,NER16-00709,Confirmed - Medium Report,"Whale, humpback",Megaptera,novaeangliae,OPEN,Janelle Schuh,Mystic Aquarium,Mystic Aquarium,,,,NE,United States,Newport,Newport,RI,Atlantic Ocean,208 Ocean Ave,41.45805,decimal degrees,actual,–71.32754,decimal degrees,actual,GPS,N,,N,,N,N,N,1,actual,CBD,N,N,N,,N,,,Y,N,N,N,,,,,N,,CBD,N,N,N,N,,,Y,N,N,N,,,2016-APR-23,2016,APR,23,Beach or Land,,,Fresh Dead,N,2016-APR-23,2016,APR,23,Fresh Dead,N,N,N,N,N,N,N,,,,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,MALE,UNKNOWN,Y,N,870,cm,actual,0,kg,estimate,Y,mystic archives,Y,Y,N,Y,41.2508,-71.325,N,,,N,N,N,N,,N,N,N,,,N,,,,,,,,"4/29/16 - Carcass towed to RI offshore dumping site by RI DEM 5/2/16 - Carcass reported to have restranded in South Kingstown, RI on the Town Beach. RI DEM buried the carcass on Roy Carpenter's Beach (41.3730, -71.5608)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE-2017-1199660,SXMn1746,NER17-00703,Confirmed - High Report,"Whale, humpback",Megaptera,novaeangliae,OPEN,Janelle Schuh,Mystic Aquarium,Mystic Aquarium,,,,NE,United States,Jamestown,Newport,RI,Atlantic Ocean,near Mackerel Cove and Kettle Bottom Rocks,41.4625,decimal degrees,actual,–71.3695,decimal degrees,actual,GPS,N,,,,N,N,N,,,Y,Y,N,N,,N,,,Y,Y,Y,N,,,,,N,,Y,N,Y,N,N,,,Y,Y,Y,N,,,2017-JUN-15,2017,JUN,15,Floating,,,Fresh Dead,N,2017-JUN-16,2017,JUN,16,Moderate Decomposition,N,N,N,N,N,N,N,,,,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,FEMALE,SUBADULT,Y,N,1010,cm,actual,0,kg,estimate,Y,mystic archives,Y,Y,N,Y,41.54145,-71.42499,N,,,N,N,N,N,,N,N,Y,"histopathology, genetics",samples collected for 2017 Mn UME,Y,complete,fresh,2017-JUN-23,2017,JUN,23,"Kim Durham, AMCS","Injury flag: fractured right maxilla and right ear bones 6/16/17: Carcass landed at Beavertail State Park in Jamestown, RI (41.45450, -71.40061) 6/23/17: Carcass towed to Rome Point in North Kingstown, RI and buried after necropsy at this location (41.54145, -71.42499)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE-2009-1099087,SYMn0941,NER09-2473,Confirmed - Medium Report,"Whale, humpback",Megaptera,novaeangliae,Validated,Janelle Schuh,Mystic Aquarium,Mystic Aquarium,,,,NE,United States,Little Compton,Newport,RI,Atlantic Ocean,Briggs Beach,41.4736,decimal degrees,actual,–71.1623,decimal degrees,actual,GPS,N,,N,,N,N,N,1,actual,CBD,N,N,N,,N,,,Y,N,Y,N,,,,,N,,CBD,N,N,N,N,,,Y,N,Y,N,,,2009-JUN-14,2009,JUN,14,Floating,,,Moderate Decomposition,N,2009-JUN-20,2009,JUN,20,Moderate Decomposition,N,N,N,N,N,N,N,,,,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,MALE,ADULT,Y,N,1250,cm,actual,27300,kg,estimate,Y,Mystic archives,N,Y,N,N,,,N,,,N,N,N,N,,Y,Y,N,,"complete skeleton collected by Tom French, MA Fish and Wildlife; genetics sample taken",Y,limited,fresh,2009-JUN-25,2009,JUN,25,"Mystic Aquarium, Riverhead Foundation, IFAW",Cetacean Data Record measurements: snout to apex of melon = 365cm snout to center of eye = 289cm snout to angle of mouth = 262cm snout to flipper = 384cm snout to anus = 1003cm fluke notch to anus = 247cm anterior flipper length = 353cm posterior flipper length = 333cm maximum flipper width = 89cm fluke width = 434cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE-1992-1049653,MMASXBA9212,BLANKNE11091,Confirmed - High Report,"Whale, minke",Balaenoptera,acutorostrata,Validated,Rob Nawojchik,Mystic Aquarium,Mystic Aquarium,,,,NE,United States,Little Compton,Newport,RI,Rhode Island Sound,off Warren Point Rd.,41.468333,decimal degrees,,–71.17,decimal degrees,,,N,,N,,N,N,N,1,,CBD,N,N,N,,N,,,,,,,,,,internal exam. COD unknown.,N,,N,N,N,,N,,,,,,,,,1992-JUL-01,1992,JUL,1,,,,Moderate Decomposition,N,1992-JUL-01,1992,JUL,1,Moderate Decomposition,N,N,N,N,N,N,N,,,,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,Stomach empty except for a few nematodes.,FEMALE,,,,357,cm,actual,0,kg,estimate,Y,,Y,N,N,N,,,N,,,N,N,N,N,,Y,Y,N,,Skull: Mystic. No necropsy date given: date below assumed by Data Enterer for data entry purposes (J.Cucksey).,Y,,,1992-JUL-01,1992,JUL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE-2005-1051119,SuBa0543,NER05-1410,Confirmed - High Report,"Whale, minke",Balaenoptera,acutorostrata,Validated,Heather Medic,Mystic Aquarium,Mystic Aquarium,,,,NE,United States,Little Compton,Newport,RI,Sakonnet River,Sakonnet Pt boat ramp,41.4636,decimal degrees,estimate,–71.1934,decimal degrees,estimate,GPS,N,,Y,,N,N,Y,34,actual,N,N,N,N,,N,,,,,,,,,,internal and external exams.,N,,CBD,N,N,,N,,,,,,,,,2005-JUL-30,2005,JUL,30,Floating,,,Moderate Decomposition,N,2005-JUL-31,2005,JUL,31,Moderate Decomposition,N,N,N,N,N,N,N,,,,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,UNKNOWN,SUBADULT,,,390,cm,actual,,,,Y,see Mystic Archives,N,Y,N,N,,,N,,,N,N,N,N,,Y,N,N,,"Not much of a necropsy, but samples were taken",Y,,,2005-JUL-31,2005,JUL,31,Heather Medic,"DEM pulled (towed) animal from off Sachuest Pt to nearest boat ramp (state) which was at Sakonnet Point. Animal was then put in the back of a dump truck by DFW and taken to 3rd beach Middletown, RI where it was buried after kidney, stomach, and fecal samples were taken. Sent Tod Leighfield stomach and fecal samples. dec minutes: 41 27.816, -71 11.603",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE-2008-1081619,SUBa0833,NER08-1913,Confirmed - Medium Report,"Whale, minke",Balaenoptera,acutorostrata,Validated,Cindy Davis,Mystic Aquarium,Mystic Aquarium,,,,NE,United States,Little Compton,Newport,RI,Atlantic Ocean,Taylors Lane,41.4931,decimal degrees,estimate,–71.1972,decimal degrees,estimate,Map,N,,N,,N,N,N,1,actual,CBD,N,N,N,,N,,,N,N,N,N,,,,,N,,N,N,N,N,N,,,N,N,N,N,,,2008-SEP-05,2008,SEP,5,Floating,,,Moderate Decomposition,Y,,,,,,N,N,N,N,N,N,N,,,,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,UNKNOWN,PUP/CALF,Y,N,305,cm,estimate,,,,Y,see Mystic Archives,N,N,N,N,,,N,,,N,N,Y,N,,N,N,N,,"Photos were taken, but animal floated away during storm and GPS and length could only be estimated",N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE-2016-1192881,SUBa1636,NER16-00713,Confirmed - Medium Report,"Whale, minke",Balaenoptera,acutorostrata,OPEN,Janelle Schuh,Mystic Aquarium,Mystic Aquarium,,,,NE,United States,Middletown,Newport,RI,Atlantic Ocean,"Sachuest Point, east side of Ocean Loop Trail",41.473759,decimal degrees,estimate,–71.247676,decimal degrees,estimate,Internet,N,,,,N,N,N,,,CBD,N,N,N,,N,,,Y,N,N,Y,,,,Examined photos,N,,CBD,N,N,N,N,,,Y,N,N,Y,Examined photos,,2016-MAY-24,2016,MAY,24,Beach or Land,,,Moderate Decomposition,N,2016-MAY-24,2016,MAY,24,Moderate Decomposition,N,N,N,N,N,N,N,,,,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,UNKNOWN,UNKNOWN,Y,N,490,cm,estimate,0,kg,estimate,Y,Mystic archives,Y,N,N,N,,,N,,,N,N,N,N,,N,N,N,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE-2005-1049873,SxBa0541,NER05-1270,Confirmed - Medium Report,"Whale, minke",Balaenoptera,acutorostrata,Validated,Heather Medic,Mystic Aquarium,Mystic Aquarium,,,,NE,United States,Newport,Newport,RI,Rhode Island Sound,near Ruggles Ave,41.4685,decimal degrees,estimate,–71.2967,decimal degrees,estimate,GPS,N,,Y,,N,N,Y,34,actual,N,N,N,N,,N,,,,,,,,,,external exam,N,,N,N,N,,N,,,,,,,,,2005-JUL-25,2005,JUL,25,Beach or Land,,,Advanced Decomposition,N,2005-JUL-26,2005,JUL,26,Advanced Decomposition,N,N,N,N,N,N,N,,,,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,FEMALE,UNKNOWN,,,400,cm,actual,,,,Y,Mystic digital Archives,N,Y,N,N,,,N,,,N,N,N,N,,N,N,N,,,N,,,,,,,,"dec minutes: 41 28.107, -71 17.799",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE-2009-1100735,SXMn0951,NER09-2773,Confirmed - Medium Report,"Whale, humpback",Megaptera,novaeangliae,Validated,Janelle Schuh,Mystic Aquarium,Mystic Aquarium,,,,NE,United States,Little Compton,Newport,RI,Atlantic Ocean,100 meters north of entrance to Sakonnet Harbor,41.469,decimal degrees,actual,–71.196,decimal degrees,actual,GPS,N,,N,,N,N,N,1,actual,Y,N,N,Y,,N,,,Y,N,Y,N,,,,,N,,CBD,N,N,N,N,,,Y,N,Y,N,Skin/blubber sample for histo,,2009-AUG-21,2009,AUG,21,Floating,,,Advanced Decomposition,N,2009-AUG-25,2009,AUG,25,Advanced Decomposition,N,N,N,N,N,N,N,,,,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,FEMALE,SUBADULT,Y,N,820,cm,actual,0,kg,estimate,Y,mystic archives,N,Y,N,N,,,N,,,N,N,N,N,,Y,Y,Y,Skin/blubber sample for histo,"genetics sample taken; complete skeleton collected by Tom French, MA Fish & Wildlife",Y,limited,fresh,2009-AUG-25,2009,AUG,25,"Michael Moore, WHOI; Mystic, IFAW","Animal was initially reported to Mystic Aquarium on August 21, 2009 floating outside the Sakonnet Harbor. Due to tropical storm watches and the inability to locate a beach that would allow necropsy and disposal, Level A was not gathered until August 25, 2009 when a location was found. The carcass was then towed to the necropsy site, necropsied, and buried on August 25, 2009. Necropsy findings = linear line marks were seen on the left and right peduncle (~150cm long, 1-3mm wide on right, 7mm wide on left). Left peduncle line marks showed to cross lines, suggestive of a large mesh net. Line impressions also were present over throat grooves and right mandible 1.5m from rostrum and 5mm in width.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE-2007-1068391,SUBa0726,BLANKNE21769,Confirmed - Medium Report,"Whale, minke",Balaenoptera,acutorostrata,Validated,Cindy Davis,Mystic Aquarium,Mystic Aquarium,,,,NE,United States,Little Compton,Newport,RI,Rhode Island Sound,On the Jetty at Sakonnet point,41.454167,decimal degrees,estimate,–71.195833,decimal degrees,estimate,GPS,N,,N,,N,N,N,1,,CBD,N,N,N,,N,,,,,,,,,,,N,,N,N,N,,N,,,,,,,,,2007-JUL-07,2007,JUL,7,Floating,,,Advanced Decomposition,N,2007-JUL-08,2007,JUL,8,Advanced Decomposition,N,N,N,N,N,N,N,,,,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,UNKNOWN,YEARLING,,,457,cm,estimate,,,,Y,See Mystic Archives,Y,N,N,N,,,N,,,N,N,N,N,,N,N,N,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
